route,week_of,cost_per_tonne_km,vs_own_history,vs_similar_routes,flagged,matched_note_id,reason
Kolkata-Bhubaneswar,2025-12-15,2.72712972417431,-0.82,-3.83,No,,Cost is within the expected range based on -0.8% versus its own historical baseline and -3.8% versus similar routes.
Kolkata-Bhubaneswar,2025-12-22,2.8373262971435187,3.0,2.08,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and 2.1% versus similar routes.
Mumbai-Delhi,2024-01-01,2.052382241207193,,4.91,No,,Cost is within the expected range based on 4.9% versus similar routes.
Mumbai-Delhi,2024-01-08,2.1028765553352295,2.46,0.24,No,,Cost is within the expected range based on 2.5% versus its own historical baseline and 0.2% versus similar routes.
Mumbai-Delhi,2024-01-15,2.0502667097385237,-1.32,-4.49,No,,Cost is within the expected range based on -1.3% versus its own historical baseline and -4.5% versus similar routes.
Mumbai-Delhi,2024-01-22,2.068174821338809,-0.02,2.01,No,,Cost is within the expected range based on -0.0% versus its own historical baseline and 2.0% versus similar routes.
Mumbai-Delhi,2024-01-29,2.0012142669386748,-3.25,0.01,No,,Cost is within the expected range based on -3.2% versus its own historical baseline and 0.0% versus similar routes.
Mumbai-Delhi,2024-02-05,2.0595626263211875,0.22,-7.26,No,,Cost is within the expected range based on 0.2% versus its own historical baseline and -7.3% versus similar routes.
Mumbai-Delhi,2024-02-12,2.08940408765188,1.64,2.2,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 2.2% versus similar routes.
Mumbai-Delhi,2024-02-19,1.9841412056844683,-3.71,-7.03,No,,Cost is within the expected range based on -3.7% versus its own historical baseline and -7.0% versus similar routes.
Mumbai-Delhi,2024-02-26,1.9726880963721796,-3.82,-6.35,No,,Cost is within the expected range based on -3.8% versus its own historical baseline and -6.4% versus similar routes.
Mumbai-Delhi,2024-03-04,1.9799555013074297,-2.99,-3.53,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -3.5% versus similar routes.
Mumbai-Delhi,2024-03-11,2.02201721830256,-0.18,0.08,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and 0.1% versus similar routes.
Mumbai-Delhi,2024-03-18,2.061960495188942,1.97,-6.82,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and -6.8% versus similar routes.
Mumbai-Delhi,2024-03-25,2.0472240164517324,1.28,-0.19,No,,Cost is within the expected range based on 1.3% versus its own historical baseline and -0.2% versus similar routes.
Mumbai-Delhi,2024-04-01,1.9983200630035562,-1.42,-2.04,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -2.0% versus similar routes.
Mumbai-Delhi,2024-04-08,1.967855048593877,-2.56,-9.53,No,,Cost is within the expected range based on -2.6% versus its own historical baseline and -9.5% versus similar routes.
Mumbai-Delhi,2024-04-15,2.0731921965085838,3.44,-5.32,No,,Cost is within the expected range based on 3.4% versus its own historical baseline and -5.3% versus similar routes.
Mumbai-Delhi,2024-04-22,2.099186370675652,4.16,2.87,No,,Cost is within the expected range based on 4.2% versus its own historical baseline and 2.9% versus similar routes.
Mumbai-Delhi,2024-04-29,2.1109310196705313,3.92,3.41,No,,Cost is within the expected range based on 3.9% versus its own historical baseline and 3.4% versus similar routes.
Mumbai-Delhi,2024-05-06,1.9642936490878078,-4.07,-3.63,No,,Cost is within the expected range based on -4.1% versus its own historical baseline and -3.6% versus similar routes.
Mumbai-Delhi,2024-05-13,2.0495326719754328,0.45,-4.53,No,,Cost is within the expected range based on 0.4% versus its own historical baseline and -4.5% versus similar routes.
Mumbai-Delhi,2024-05-20,2.1206043074671426,4.01,-3.28,No,,Cost is within the expected range based on 4.0% versus its own historical baseline and -3.3% versus similar routes.
Mumbai-Delhi,2024-05-27,2.1087978473591034,2.97,0.85,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and 0.9% versus similar routes.
Mumbai-Delhi,2024-06-03,2.0870296919469875,1.22,-4.07,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and -4.1% versus similar routes.
Mumbai-Delhi,2024-06-10,1.972623781028769,-5.01,-9.7,No,,Cost is within the expected range based on -5.0% versus its own historical baseline and -9.7% versus similar routes.
Mumbai-Delhi,2024-06-17,2.096020278615551,1.55,-4.28,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and -4.3% versus similar routes.
Mumbai-Delhi,2024-06-24,2.0925849110903694,1.4,0.38,No,,Cost is within the expected range based on 1.4% versus its own historical baseline and 0.4% versus similar routes.
Mumbai-Delhi,2024-07-01,1.9681337566355899,-4.53,-7.08,No,,Cost is within the expected range based on -4.5% versus its own historical baseline and -7.1% versus similar routes.
Mumbai-Delhi,2024-07-08,2.0826328483142396,1.0,-2.13,No,,Cost is within the expected range based on 1.0% versus its own historical baseline and -2.1% versus similar routes.
Mumbai-Delhi,2024-07-15,2.025338557785503,-1.97,-5.39,No,,Cost is within the expected range based on -2.0% versus its own historical baseline and -5.4% versus similar routes.
Mumbai-Delhi,2024-07-22,2.1011697274768966,2.29,7.97,No,,Cost is within the expected range based on 2.3% versus its own historical baseline and 8.0% versus similar routes.
Mumbai-Delhi,2024-07-29,2.061764112371173,0.42,3.36,No,,Cost is within the expected range based on 0.4% versus its own historical baseline and 3.4% versus similar routes.
Mumbai-Delhi,2024-08-05,2.0296150348403628,-1.0,1.59,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and 1.6% versus similar routes.
Mumbai-Delhi,2024-08-12,1.9964214460274388,-2.95,-4.87,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -4.9% versus similar routes.
Mumbai-Delhi,2024-08-19,2.0375604827989577,-0.35,-1.61,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -1.6% versus similar routes.
Mumbai-Delhi,2024-08-26,1.9834228676600423,-2.67,-6.56,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -6.6% versus similar routes.
Mumbai-Delhi,2024-09-02,1.9756965289461965,-3.14,-6.38,No,,Cost is within the expected range based on -3.1% versus its own historical baseline and -6.4% versus similar routes.
Mumbai-Delhi,2024-09-09,1.9857427660457434,-2.01,-6.29,No,,Cost is within the expected range based on -2.0% versus its own historical baseline and -6.3% versus similar routes.
Mumbai-Delhi,2024-09-16,2.0552727226608862,1.67,-4.27,No,,Cost is within the expected range based on 1.7% versus its own historical baseline and -4.3% versus similar routes.
Mumbai-Delhi,2024-09-23,2.0392874624896247,1.17,-3.65,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and -3.6% versus similar routes.
Mumbai-Delhi,2024-09-30,2.062061319555805,2.44,-0.2,No,,Cost is within the expected range based on 2.4% versus its own historical baseline and -0.2% versus similar routes.
Mumbai-Delhi,2024-10-07,2.130967172753701,5.65,6.96,No,,Cost is within the expected range based on 5.7% versus its own historical baseline and 7.0% versus similar routes.
Mumbai-Delhi,2024-10-14,2.039295695727354,0.27,-6.89,No,,Cost is within the expected range based on 0.3% versus its own historical baseline and -6.9% versus similar routes.
Mumbai-Delhi,2024-10-21,1.9730751033874596,-2.99,-9.5,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -9.5% versus similar routes.
Mumbai-Delhi,2024-10-28,2.0035287548242553,-1.43,-1.96,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -2.0% versus similar routes.
Mumbai-Delhi,2024-11-04,2.018125147598922,-0.89,-5.56,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and -5.6% versus similar routes.
Mumbai-Delhi,2024-11-11,2.100210444340857,2.94,2.85,No,,Cost is within the expected range based on 2.9% versus its own historical baseline and 2.9% versus similar routes.
Mumbai-Delhi,2024-11-18,2.0617867388978053,0.78,3.6,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and 3.6% versus similar routes.
Mumbai-Delhi,2024-11-25,1.9508277503095366,-4.77,-1.9,No,,Cost is within the expected range based on -4.8% versus its own historical baseline and -1.9% versus similar routes.
Mumbai-Delhi,2024-12-02,2.058579168082445,1.17,4.6,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and 4.6% versus similar routes.
Mumbai-Delhi,2024-12-09,2.0023254581647825,-1.15,-7.69,No,,Cost is within the expected range based on -1.2% versus its own historical baseline and -7.7% versus similar routes.
Mumbai-Delhi,2024-12-16,2.0000362320939207,-1.04,-1.77,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -1.8% versus similar routes.
Mumbai-Delhi,2024-12-23,2.047672049905541,1.15,-2.0,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and -2.0% versus similar routes.
Mumbai-Delhi,2024-12-30,1.9908577523945326,-1.93,-8.29,No,,Cost is within the expected range based on -1.9% versus its own historical baseline and -8.3% versus similar routes.
Mumbai-Delhi,2025-01-06,2.0804490008578123,2.66,3.05,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and 3.0% versus similar routes.
Mumbai-Delhi,2025-01-13,2.0268306193431203,0.14,1.48,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and 1.5% versus similar routes.
Mumbai-Delhi,2025-01-20,2.0873024422024207,3.35,6.36,No,,Cost is within the expected range based on 3.3% versus its own historical baseline and 6.4% versus similar routes.
Mumbai-Delhi,2025-01-27,1.98231173787144,-2.67,-9.12,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -9.1% versus similar routes.
Mumbai-Delhi,2025-02-03,2.03653826209116,0.46,-8.04,No,,Cost is within the expected range based on 0.5% versus its own historical baseline and -8.0% versus similar routes.
Mumbai-Delhi,2025-02-10,2.006206496392305,-1.25,-1.57,No,,Cost is within the expected range based on -1.2% versus its own historical baseline and -1.6% versus similar routes.
Mumbai-Delhi,2025-02-17,1.983304462451565,-2.41,-10.63,No,,Cost is within the expected range based on -2.4% versus its own historical baseline and -10.6% versus similar routes.
Mumbai-Delhi,2025-02-24,2.0549150439013273,1.52,-1.04,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and -1.0% versus similar routes.
Mumbai-Delhi,2025-03-03,2.022539589131959,-0.48,-6.01,No,,Cost is within the expected range based on -0.5% versus its own historical baseline and -6.0% versus similar routes.
Mumbai-Delhi,2025-03-10,2.0533262825921357,1.4,-3.09,No,,Cost is within the expected range based on 1.4% versus its own historical baseline and -3.1% versus similar routes.
Mumbai-Delhi,2025-03-17,2.0519994011357667,1.17,-1.42,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and -1.4% versus similar routes.
Mumbai-Delhi,2025-03-24,2.0565980261624293,1.62,3.52,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 3.5% versus similar routes.
Mumbai-Delhi,2025-03-31,2.031287160346024,-0.09,-0.8,No,,Cost is within the expected range based on -0.1% versus its own historical baseline and -0.8% versus similar routes.
Mumbai-Delhi,2025-04-07,2.0305384988996322,-0.1,-8.07,No,,Cost is within the expected range based on -0.1% versus its own historical baseline and -8.1% versus similar routes.
Mumbai-Delhi,2025-04-14,1.9913129731886883,-2.17,0.39,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and 0.4% versus similar routes.
Mumbai-Delhi,2025-04-21,2.0037957816375025,-1.61,-2.88,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and -2.9% versus similar routes.
Mumbai-Delhi,2025-04-28,1.9858355891948454,-2.18,-3.96,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -4.0% versus similar routes.
Mumbai-Delhi,2025-05-05,2.1727587123493297,7.27,-1.18,No,,Cost is within the expected range based on 7.3% versus its own historical baseline and -1.2% versus similar routes.
Mumbai-Delhi,2025-05-12,2.277680865830098,11.62,6.66,No,N003,"Note N003 reports diesel prices rose nationwide starting the week of 2025-05-05, which would increase transportation costs on all routes, including Mumbai-Delhi, during the week of 2025-05-12."
Mumbai-Delhi,2025-05-19,2.1196842350954443,2.46,0.49,No,,Cost is within the expected range based on 2.5% versus its own historical baseline and 0.5% versus similar routes.
Mumbai-Delhi,2025-05-26,2.1875109585085433,5.34,3.61,No,,Cost is within the expected range based on 5.3% versus its own historical baseline and 3.6% versus similar routes.
Mumbai-Delhi,2025-06-02,2.257285709526182,7.69,9.42,No,,Cost is within the expected range based on 7.7% versus its own historical baseline and 9.4% versus similar routes.
Mumbai-Delhi,2025-06-09,2.210004587207286,4.03,0.5,No,,Cost is within the expected range based on 4.0% versus its own historical baseline and 0.5% versus similar routes.
Mumbai-Delhi,2025-06-16,2.2497444693222155,4.55,9.3,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and 9.3% versus similar routes.
Mumbai-Delhi,2025-06-23,2.2240104743469478,1.9,8.74,No,,Cost is within the expected range based on 1.9% versus its own historical baseline and 8.7% versus similar routes.
Mumbai-Delhi,2025-06-30,2.1349042302416272,-3.5,-0.87,No,,Cost is within the expected range based on -3.5% versus its own historical baseline and -0.9% versus similar routes.
Mumbai-Delhi,2025-07-07,2.116471985467619,-4.13,6.97,No,,Cost is within the expected range based on -4.1% versus its own historical baseline and 7.0% versus similar routes.
Mumbai-Delhi,2025-07-14,2.1169412185892087,-3.22,-2.46,No,,Cost is within the expected range based on -3.2% versus its own historical baseline and -2.5% versus similar routes.
Mumbai-Delhi,2025-07-21,2.205660155814617,0.85,8.16,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and 8.2% versus similar routes.
Mumbai-Delhi,2025-07-28,2.2308588873462982,1.89,8.15,No,,Cost is within the expected range based on 1.9% versus its own historical baseline and 8.2% versus similar routes.
Mumbai-Delhi,2025-08-04,2.1098241131442768,-3.49,-3.12,No,,Cost is within the expected range based on -3.5% versus its own historical baseline and -3.1% versus similar routes.
Mumbai-Delhi,2025-08-11,2.1616477633608566,-0.55,8.76,No,,Cost is within the expected range based on -0.5% versus its own historical baseline and 8.8% versus similar routes.
Mumbai-Delhi,2025-08-18,2.2240533427724345,2.84,10.69,Yes,,Cost is unusually high based on 2.8% versus its own historical baseline and 10.7% versus similar routes. None of the retrieved notes describe a factor that clearly affected the Mumbai-Delhi route during the week of 2025-08-18.
Mumbai-Delhi,2025-08-25,2.101999487344841,-2.8,4.24,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and 4.2% versus similar routes.
Mumbai-Delhi,2025-09-01,2.1727684310359154,0.66,2.02,No,,Cost is within the expected range based on 0.7% versus its own historical baseline and 2.0% versus similar routes.
Mumbai-Delhi,2025-09-08,2.0958731036023983,-3.21,-2.4,No,,Cost is within the expected range based on -3.2% versus its own historical baseline and -2.4% versus similar routes.
Mumbai-Delhi,2025-09-15,2.175696236435805,0.59,5.84,No,,Cost is within the expected range based on 0.6% versus its own historical baseline and 5.8% versus similar routes.
Mumbai-Delhi,2025-09-22,2.2176597534882503,2.71,11.91,Yes,,Cost is unusually high based on 2.7% versus its own historical baseline and 11.9% versus similar routes. None of the retrieved notes apply to the week of 2025-09-22 and provide a factor that could increase freight cost for the Mumbai-Delhi route.
Mumbai-Delhi,2025-09-29,2.184463149978113,1.25,4.79,No,,Cost is within the expected range based on 1.3% versus its own historical baseline and 4.8% versus similar routes.
Mumbai-Delhi,2025-10-06,2.2658823796579113,4.57,7.5,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and 7.5% versus similar routes.
Mumbai-Delhi,2025-10-13,2.1430335910371303,-1.69,4.35,No,,Cost is within the expected range based on -1.7% versus its own historical baseline and 4.4% versus similar routes.
Mumbai-Delhi,2025-10-20,2.1101277437447123,-2.74,1.98,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and 2.0% versus similar routes.
Mumbai-Delhi,2025-10-27,2.1195825436649893,-2.35,-2.83,No,,Cost is within the expected range based on -2.4% versus its own historical baseline and -2.8% versus similar routes.
Mumbai-Delhi,2025-11-03,2.1308219660231513,-1.53,4.73,No,,Cost is within the expected range based on -1.5% versus its own historical baseline and 4.7% versus similar routes.
Mumbai-Delhi,2025-11-10,2.115029716790139,-2.46,-3.75,No,,Cost is within the expected range based on -2.5% versus its own historical baseline and -3.8% versus similar routes.
Mumbai-Delhi,2025-11-17,2.1081283753458364,-2.44,5.38,No,,Cost is within the expected range based on -2.4% versus its own historical baseline and 5.4% versus similar routes.
Mumbai-Delhi,2025-11-24,2.2381856325864686,4.24,10.29,No,N003,"The note reports that diesel prices rose nationwide starting the week of 2025-05-05, raising transportation costs on all routes by 5‑7%, which provides a documented factor that could increase freight cost for Mumbai‑Delhi in the week of 2025-11-24."
Mumbai-Delhi,2025-12-01,2.1501775422169533,-0.17,3.79,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and 3.8% versus similar routes.
Mumbai-Delhi,2025-12-08,2.165595758910522,1.23,9.21,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and 9.2% versus similar routes.
Mumbai-Delhi,2025-12-15,2.14394799414601,0.08,8.96,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and 9.0% versus similar routes.
Mumbai-Delhi,2025-12-22,2.215853146357839,3.23,11.32,Yes,,Cost is unusually high based on 3.2% versus its own historical baseline and 11.3% versus similar routes. None of the retrieved notes apply to the Mumbai-Delhi route during the week of 2025-12-22 or provide a documented factor that could increase freight cost for that week.
Mumbai-Pune,2024-01-01,3.3012764038642617,,10.04,Yes,,"Cost is unusually high based on 10.0% versus similar routes. All retrieved notes are dated in 2025 and do not apply to the week of 2024-01-01, so none provide a documented explanation for the cost increase."
Mumbai-Pune,2024-01-08,3.3819401535881366,2.44,10.77,Yes,,"Cost is unusually high based on 2.4% versus its own historical baseline and 10.8% versus similar routes. All retrieved notes are dated in 2025 and refer to events occurring after the requested week of 2024-01-08, so none provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-01-15,3.411523328211459,2.09,13.03,Yes,,"Cost is unusually high based on 2.1% versus its own historical baseline and 13.0% versus similar routes. None of the retrieved notes are dated or temporally applicable to the week of 2024-01-15, so they do not provide a documented explanation for the cost increase."
Mumbai-Pune,2024-01-22,3.378891559642258,0.42,12.99,Yes,,"Cost is unusually high based on 0.4% versus its own historical baseline and 13.0% versus similar routes. None of the retrieved notes are dated for or refer to the week of 2024-01-22, so no documented factor explains the cost increase for that period."
Mumbai-Pune,2024-01-29,3.279357822939943,-2.64,2.7,No,,Cost is within the expected range based on -2.6% versus its own historical baseline and 2.7% versus similar routes.
Mumbai-Pune,2024-02-05,3.2905167729253826,-1.79,8.97,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and 9.0% versus similar routes.
Mumbai-Pune,2024-02-12,3.280938092322783,-1.79,5.35,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and 5.4% versus similar routes.
Mumbai-Pune,2024-02-19,3.380257680814391,1.45,12.89,Yes,,"Cost is unusually high based on 1.4% versus its own historical baseline and 12.9% versus similar routes. All retrieved notes are dated in 2025 and refer to events starting in 2025, which do not apply to the requested week of 2024-02-19; therefore none provide a documented explanation for the cost increase."
Mumbai-Pune,2024-02-26,3.249925923123964,-2.64,4.97,No,,Cost is within the expected range based on -2.6% versus its own historical baseline and 5.0% versus similar routes.
Mumbai-Pune,2024-03-04,3.40988377758577,2.35,13.63,Yes,,"Cost is unusually high based on 2.3% versus its own historical baseline and 13.6% versus similar routes. None of the retrieved notes are dated for or explicitly apply to the week of 2024-03-04, and they do not provide documented factors that could explain the observed cost increase for the Mumbai-Pune route."
Mumbai-Pune,2024-03-11,3.3410955755219525,0.18,7.33,No,,Cost is within the expected range based on 0.2% versus its own historical baseline and 7.3% versus similar routes.
Mumbai-Pune,2024-03-18,3.4145690569706963,2.65,10.88,Yes,,"Cost is unusually high based on 2.7% versus its own historical baseline and 10.9% versus similar routes. All retrieved notes are dated in 2025 and refer to events starting in 2025, which do not apply to the requested week of 2024-03-18."
Mumbai-Pune,2024-03-25,3.5335160282395406,6.09,11.31,Yes,,"Cost is unusually high based on 6.1% versus its own historical baseline and 11.3% versus similar routes. None of the retrieved notes are dated for or explicitly apply to the week of 2024-03-25, and they do not provide documented factors that could explain the observed cost increase for the Mumbai-Pune route."
Mumbai-Pune,2024-04-01,3.3289607115279054,-1.0,11.35,Yes,,Cost is unusually high based on -1.0% versus its own historical baseline and 11.3% versus similar routes. None of the retrieved notes are temporally applicable to the week of 2024-04-01 or provide evidence of a factor that could increase freight cost for that week.
Mumbai-Pune,2024-04-08,3.4927382217499114,3.72,11.75,Yes,,"Cost is unusually high based on 3.7% versus its own historical baseline and 11.7% versus similar routes. All retrieved notes are dated in 2025 and do not apply to the week of 2024-04-08, so none provide a documented explanation for the cost increase."
Mumbai-Pune,2024-04-15,3.5704215300961137,5.2,11.52,Yes,,"Cost is unusually high based on 5.2% versus its own historical baseline and 11.5% versus similar routes. None of the retrieved notes are dated or temporally applicable to the week of 2024-04-15, and they do not provide documented factors that could explain the observed cost increase for the Mumbai-Pune route."
Mumbai-Pune,2024-04-22,3.325498646456372,-2.7,8.73,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and 8.7% versus similar routes.
Mumbai-Pune,2024-04-29,3.515863395765816,2.59,14.36,Yes,,"Cost is unusually high based on 2.6% versus its own historical baseline and 14.4% versus similar routes. None of the retrieved notes are dated for or explicitly apply to the week of 2024-04-29, and they do not provide documented factors that could explain a cost increase for that period."
Mumbai-Pune,2024-05-06,3.5040233403720964,1.85,13.2,Yes,,"Cost is unusually high based on 1.9% versus its own historical baseline and 13.2% versus similar routes. All retrieved notes are dated in 2025 and do not apply to the week of 2024-05-06, so none provide a documented explanation for the cost increase."
Mumbai-Pune,2024-05-13,3.302187408752174,-4.58,7.89,No,,Cost is within the expected range based on -4.6% versus its own historical baseline and 7.9% versus similar routes.
Mumbai-Pune,2024-05-20,3.342850460240507,-3.01,9.45,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and 9.4% versus similar routes.
Mumbai-Pune,2024-05-27,3.4444426250684543,0.63,10.89,Yes,,"Cost is unusually high based on 0.6% versus its own historical baseline and 10.9% versus similar routes. None of the retrieved notes are dated for or explicitly apply to the week of 2024-05-27, and they do not provide documented factors that could explain a cost increase for that period."
Mumbai-Pune,2024-06-03,3.3796997914371216,-1.67,7.6,No,,Cost is within the expected range based on -1.7% versus its own historical baseline and 7.6% versus similar routes.
Mumbai-Pune,2024-06-10,3.5335832714791575,3.23,16.59,Yes,,"Cost is unusually high based on 3.2% versus its own historical baseline and 16.6% versus similar routes. None of the retrieved notes are dated in or refer to the week of 2024-06-10, so they do not provide a documented explanation for the cost increase for that period."
Mumbai-Pune,2024-06-17,3.3313720545795857,-2.55,4.94,No,,Cost is within the expected range based on -2.5% versus its own historical baseline and 4.9% versus similar routes.
Mumbai-Pune,2024-06-24,3.3499966801441166,-2.03,8.11,No,,Cost is within the expected range based on -2.0% versus its own historical baseline and 8.1% versus similar routes.
Mumbai-Pune,2024-07-01,3.366901029805101,-0.93,5.48,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and 5.5% versus similar routes.
Mumbai-Pune,2024-07-08,3.545795292762744,4.86,13.76,Yes,,"Cost is unusually high based on 4.9% versus its own historical baseline and 13.8% versus similar routes. All retrieved notes are dated in 2025 and refer to periods after the requested week of 2024-07-08, so none provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-07-15,3.4441386306349915,0.95,11.54,Yes,,"Cost is unusually high based on 0.9% versus its own historical baseline and 11.5% versus similar routes. All retrieved notes are dated in 2025 and refer to periods after the requested week of 2024-07-15, so none provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-07-22,3.5158347883043497,2.67,12.43,Yes,,"Cost is unusually high based on 2.7% versus its own historical baseline and 12.4% versus similar routes. All retrieved notes are dated in 2025 and refer to periods after the requested week of 2024-07-22, so none provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-07-29,3.3899678886899896,-1.27,7.73,No,,Cost is within the expected range based on -1.3% versus its own historical baseline and 7.7% versus similar routes.
Mumbai-Pune,2024-08-05,3.3705491485856367,-1.87,10.26,Yes,,"Cost is unusually high based on -1.9% versus its own historical baseline and 10.3% versus similar routes. All retrieved notes are dated in 2025 and refer to periods after the requested week of 2024-08-05, so none provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-08-12,3.345202517962739,-2.02,11.41,Yes,,"Cost is unusually high based on -2.0% versus its own historical baseline and 11.4% versus similar routes. All retrieved notes are dated in 2025 and refer to events starting in 2025, which do not apply to the requested week of 2024-08-12; therefore none provide a documented explanation for the cost increase."
Mumbai-Pune,2024-08-19,3.4217554669277734,0.17,11.26,Yes,,"Cost is unusually high based on 0.2% versus its own historical baseline and 11.3% versus similar routes. All retrieved notes are dated in 2025 and refer to events starting in 2025, which do not apply to the requested week of 2024-08-19."
Mumbai-Pune,2024-08-26,3.391552846999231,-0.98,9.19,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and 9.2% versus similar routes.
Mumbai-Pune,2024-09-02,3.2876122855144962,-4.1,6.69,No,,Cost is within the expected range based on -4.1% versus its own historical baseline and 6.7% versus similar routes.
Mumbai-Pune,2024-09-09,3.275052945172333,-3.56,3.33,No,,Cost is within the expected range based on -3.6% versus its own historical baseline and 3.3% versus similar routes.
Mumbai-Pune,2024-09-16,3.4298100216753795,1.63,8.39,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 8.4% versus similar routes.
Mumbai-Pune,2024-09-23,3.4678286744773614,3.09,10.03,Yes,,"Cost is unusually high based on 3.1% versus its own historical baseline and 10.0% versus similar routes. None of the retrieved notes are dated or refer to the week of 2024-09-23, so they do not provide a temporally applicable explanation for the cost increase."
Mumbai-Pune,2024-09-30,3.422260503106949,1.44,13.48,Yes,,"Cost is unusually high based on 1.4% versus its own historical baseline and 13.5% versus similar routes. None of the retrieved notes are dated for or explicitly apply to the week of 2024-09-30, and they do not provide documented factors that could explain the observed cost increase for the Mumbai-Pune route."
Mumbai-Pune,2024-10-07,3.513115662648373,3.93,13.75,Yes,,"Cost is unusually high based on 3.9% versus its own historical baseline and 13.8% versus similar routes. None of the retrieved notes are dated or temporally applicable to the week of 2024-10-07, so they do not provide documented evidence for the cost increase."
Mumbai-Pune,2024-10-14,3.3544936903662665,-1.37,8.4,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and 8.4% versus similar routes.
Mumbai-Pune,2024-10-21,3.3375193199381763,-1.63,8.44,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and 8.4% versus similar routes.
Mumbai-Pune,2024-10-28,3.492012229583466,3.13,15.09,Yes,,"Cost is unusually high based on 3.1% versus its own historical baseline and 15.1% versus similar routes. All retrieved notes are dated in 2025, which is after the requested week of 2024-10-28, so none are temporally applicable to explain the cost increase."
Mumbai-Pune,2024-11-04,3.422777826960083,0.33,13.83,Yes,,"Cost is unusually high based on 0.3% versus its own historical baseline and 13.8% versus similar routes. None of the retrieved notes are temporally applicable to the week of 2024-11-04, and they do not provide documented factors that could explain the observed cost increase."
Mumbai-Pune,2024-11-11,3.4477457987285045,0.52,-17.38,No,,Cost is within the expected range based on 0.5% versus its own historical baseline and -17.4% versus similar routes.
Mumbai-Pune,2024-11-18,3.4181105694547775,-0.41,-16.44,No,,Cost is within the expected range based on -0.4% versus its own historical baseline and -16.4% versus similar routes.
Mumbai-Pune,2024-11-25,3.4319454636996314,0.17,12.24,Yes,,Cost is unusually high based on 0.2% versus its own historical baseline and 12.2% versus similar routes. None of the retrieved notes are temporally applicable to the week of 2024-11-25; all notes are dated in 2025 and refer to events starting after the requested week.
Mumbai-Pune,2024-12-02,3.4404947051859063,0.39,12.99,Yes,,"Cost is unusually high based on 0.4% versus its own historical baseline and 13.0% versus similar routes. None of the retrieved notes are dated or temporally applicable to the week of 2024-12-02, so they do not provide a documented explanation for the cost increase."
Mumbai-Pune,2024-12-09,3.428173097598024,0.29,6.42,No,,Cost is within the expected range based on 0.3% versus its own historical baseline and 6.4% versus similar routes.
